板块类型,板块名称,板块代码,开始日期,结束日期,股票数量,股票列表
概念板块,含B股,880502,2005-06-07,2001-04-26,72,"0000011,0000012,0000016,0000017,0000019,0000020,0000025,0000026,0000028,0000029,0000030,0000037,0000045,0000055,0000056,0000058,0000429,0000488,0000505,0000521,0000530,0000539,0000541,0000550,0000553,0000570,0000581,0000596,0000625,0000725,0000726,0000761,0000869,0001872,1600054,1600094,1600221,1600272,1600295,1600320,1600602,1600604,1600610,1600611,1600612,1600613,1600617,1600618,1600619,1600623,1600639,1600648,1600650,1600663,1600679,1600689,1600698,1600726,1600751,1600754,1600776,1600818,1600819,1600822,1600827,1600835,1600841,1600843,1600844,1600845,1600848,1600851"
概念板块,含GDR,880634,2022-07-08,2023-12-13,23,"0000301,0002074,0002326,0002340,0002444,0300003,0300207,0300373,0300568,1600380,1600499,1600516,1600884,1600886,1600900,1601601,1601615,1601688,1603501,1603799,1688006,1688700,1688777"
概念板块,含可转债,880524,2005-06-10,2026-01-13,0,
概念板块,国防军工,880507,2005-06-07,2026-01-13,518,"0000039,0000066,0000070,0000099,0000510,0000519,0000530,0000534,0000547,0000551,0000561,0000565,0000571,0000576,0000595,0000638,0000657,0000697,0000733,0000738,0000768,0000777,0000795,0000801,0000811,0000818,0000837,0000887,0000901,0000962,0000965,0000969,0000988,0001255,0001270,0001280,0001296,0001316,0001380,0001389,0001696,0002006,0002008,0002010,0002023,0002025,0002026,0002031,0002046,0002049,0002063,0002075,0002080,0002085,0002097,0002111,0002115,0002134,0002138,0002149,0002151,0002171,0002179,0002183,0002189,0002190,0002194,0002196,0002204,0002212,0002214,0002224,0002226,0002231,0002249,0002253,0002254,0002263,0002265,0002268,0002297,0002298,0002300,0002309,0002314,0002324,0002337,0002338,0002342,0002347,0002361,0002363,0002366,0002389,0002402,0002405,0002406,0002413,0002414,0002438,0002446,0002448,0002465,0002471,0002474,0002483,0002497,0002512,0002519,0002520,0002533,0002535,0002536,0002540,0002542,0002544,0002560,0002579,0002583,0002592,0002598,0002611,0002625,0002651,0002669,0002682,0002683,0002685,0002689,0002730,0002733,0002747,0002756,0002760,0002792,0002815,0002829,0002838,0002843,0002881,0002886,0002929,0002933,0002935,0002967,0002977,0002984,0002985,0003002,0003004,0003007,0003009,0003029,0300007,0300008,0300024,0300034,0300036,0300045,0300065,0300067,0300083,0300084,0300091,0300095,0300098,0300099,0300101,0300102,0300123,0300127,0300134,0300136,0300145,0300157,0300159,0300161,0300167,0300169,0300177,0300182,0300185,0300188,0300201,0300213,0300217,0300227,0300252,0300263,0300265,0300269,0300275,0300285,0300287,0300292,0300322,0300324,0300337,0300342,0300353,0300354,0300366,0300368,0300395,0300397,0300402,0300411,0300414,0300416,0300419,0300424,0300427,0300428,0300432,0300440,0300443,0300447,0300455,0300456,0300471,0300473,0300474,0300488,0300490,0300491,0300516,0300527,0300538,0300542,0300553,0300557,0300560,0300563,0300572,0300580,0300581,0300589,0300591,0300593,0300627,0300629,0300656,0300659,0300660,0300667,0300680,0300690,0300691,0300696,0300711,0300719,0300722,0300726,0300730,0300732,0300733,0300762,0300775,0300777,0300780,0300810,0300826,0300830,0300845,0300847,0300853,0300855,0300862,0300875,0300887,0300900,0300902,0300903,0300922,0300936,0300943,0300952,0300963,0300964,0300965,0300971,0301005,0301041,0301050,0301079,0301112,0301117,0301128,0301136,0301137,0301213,0301232,0301233,0301282,0301286,0301302,0301306,0301310,0301338,0301357,0301366,0301508,0301511,0301517,0301522,0301528,0301552,0301557,0301566,0301571,0301586,0301591,0301592,0301603,0302132,1600038,1600072,1600105,1600110,1600111,1600117,1600118,1600150,1600151,1600184,1600206,1600219,1600246,1600271,1600316,1600320,1600330,1600343,1600345,1600353,1600363,1600372,1600375,1600378,1600379,1600391,1600399,1600435,1600456,1600478,1600482,1600495,1600498,1600501,1600523,1600549,1600562,1600563,1600580,1600590,1600602,1600685,1600736,1600760,1600764,1600765,1600794,1600810,1600817,1600839,1600855,1600860,1600862,1600869,1600877,1600879,1600893,1600967,1600973,1600990,1600992,1601005,1601606,1601698,1601718,1601727,1601868,1601890,1603011,1603068,1603082,1603085,1603097,1603131,1603169,1603194,1603261,1603267,1603308,1603315,1603332,1603333,1603508,1603629,1603666,1603667,1603678,1603679,1603703,1603712,1603738,1603757,1603766,1603798,1603809,1603856,1603859,1605056,1605123,1605222,1605358,1605598,1688002,1688010,1688011,1688031,1688033,1688066,1688081,1688084,1688102,1688103,1688113,1688115,1688118,1688119,1688122,1688132,1688151,1688175,1688186,1688195,1688201,1688207,1688219,1688220,1688225,1688231,1688237,1688239,1688244,1688270,1688272,1688281,1688282,1688287,1688297,1688305,1688308,1688311,1688323,1688333,1688386,1688387,1688392,1688418,1688439,1688456,1688507,1688510,1688511,1688522,1688523,1688539,1688543,1688552,1688557,1688558,1688561,1688562,1688563,1688568,1688586,1688597,1688609,1688629,1688631,1688636,1688651,1688682,1688685,1688695,1688708,1688709,1688750,1688776,1688777,1688786,1688788,2920006,2920008,2920037,2920039,2920062,2920080,2920106,2920223,2920225,2920363,2920438,2920509,2920519,2920570,2920640,2920641,2920642,2920682,2920690,2920871,2920885,2920914,2920943,2920961"
概念板块,军民融合,880950,2017-07-11,2026-01-05,194,"0000066,0000409,0000519,0000547,0000551,0000561,0000564,0000599,0000638,0000733,0000738,0000768,0000801,0000901,0000955,0001270,0001696,0002023,0002036,0002046,0002063,0002065,0002083,0002096,0002097,0002151,0002171,0002179,0002214,0002226,0002231,0002246,0002253,0002254,0002297,0002303,0002309,0002361,0002389,0002406,0002413,0002414,0002438,0002439,0002446,0002465,0002471,0002497,0002510,0002519,0002520,0002528,0002544,0002560,0002564,0002598,0002625,0002651,0002669,0002683,0002771,0002777,0002783,0002829,0002917,0002933,0002935,0002985,0003002,0003009,0300008,0300034,0300045,0300099,0300101,0300103,0300123,0300201,0300227,0300229,0300252,0300265,0300345,0300351,0300352,0300353,0300395,0300397,0300420,0300424,0300427,0300428,0300447,0300474,0300488,0300516,0300527,0300542,0300547,0300581,0300589,0300591,0300593,0300600,0300629,0300696,0300699,0300711,0300719,0300722,0300733,0300762,0300780,0300845,0300855,0300875,0300900,0300902,0300918,0300938,0300943,0300965,0301117,0301286,0301289,0301302,0301357,0301517,0301522,0301552,0301586,0302132,1600118,1600150,1600151,1600184,1600316,1600343,1600372,1600416,1600435,1600463,1600468,1600478,1600482,1600562,1600590,1600592,1600736,1600760,1600765,1600839,1600869,1600879,1601106,1601606,1601718,1601890,1603056,1603261,1603338,1603496,1603698,1603712,1603798,1603809,1603859,1688010,1688011,1688070,1688081,1688132,1688151,1688231,1688270,1688282,1688283,1688287,1688290,1688297,1688375,1688456,1688543,1688577,1688586,1688708,1688800,2920006,2920021,2920363,2920640,2920642,2920662,2920839"
概念板块,大飞机,880616,2022-03-23,2026-01-08,148,"0000070,0000420,0000534,0000561,0000571,0000599,0000697,0000733,0000738,0000768,0000801,0000881,0000965,0000969,0000988,0001316,0002023,0002025,0002026,0002046,0002049,0002111,0002130,0002134,0002171,0002176,0002179,0002190,0002296,0002297,0002337,0002373,0002413,0002465,0002471,0002510,0002520,0002534,0002540,0002560,0002651,0002786,0002909,0002967,0002984,0002985,0300034,0300041,0300045,0300095,0300159,0300217,0300227,0300263,0300265,0300320,0300324,0300337,0300353,0300354,0300424,0300428,0300447,0300556,0300606,0300629,0300696,0300699,0300719,0300722,0300726,0300733,0300775,0300797,0300845,0300855,0300900,0301005,0301232,0301233,0301306,0302132,1600038,1600115,1600118,1600210,1600219,1600316,1600343,1600372,1600378,1600391,1600399,1600456,1600501,1600562,1600592,1600736,1600741,1600760,1600765,1600839,1600850,1600862,1600893,1600973,1600990,1601163,1601608,1601727,1603085,1603261,1603308,1603311,1603601,1603667,1603712,1603809,1603859,1603928,1605123,1605222,1605589,1688033,1688122,1688186,1688239,1688295,1688305,1688311,1688326,1688333,1688355,1688510,1688523,1688538,1688562,1688563,1688583,1688586,1688697,1688716,1688722,1688777,2920014,2920247,2920394,2920642"
概念板块,稀缺资源,880505,2005-06-10,2023-07-07,62,"0000007,0000060,0000629,0000630,0000655,0000663,0000697,0000737,0000758,0000762,0000792,0000878,0000933,0000937,0000960,0000962,0001337,0002176,0002192,0002237,0002340,0002378,0002428,0002738,0300340,0301118,1600108,1600111,1600123,1600141,1600251,1600259,1600265,1600293,1600326,1600328,1600331,1600348,1600367,1600456,1600459,1600489,1600497,1600531,1600547,1600549,1600714,1600884,1600888,1600980,1600988,1601001,1601101,1601168,1601666,1601899,1601958,1603399,1603505,1603799,1603977,1603993"
概念板块,5G概念,880506,2005-06-07,2025-12-23,440,"0000004,0000016,0000049,0000063,0000066,0000070,0000156,0000409,0000547,0000555,0000586,0000630,0000636,0000665,0000810,0000818,0000823,0000881,0000889,0000909,0000938,0000969,0000988,0001270,0001339,0001389,0002017,0002023,0002025,0002049,0002055,0002056,0002079,0002080,0002090,0002093,0002097,0002101,0002104,0002115,0002123,0002137,0002138,0002148,0002149,0002151,0002179,0002182,0002184,0002185,0002194,0002217,0002231,0002236,0002238,0002268,0002276,0002281,0002298,0002309,0002313,0002335,0002355,0002364,0002369,0002384,0002396,0002402,0002413,0002429,0002436,0002439,0002446,0002448,0002451,0002463,0002465,0002475,0002484,0002491,0002498,0002512,0002516,0002522,0002528,0002537,0002544,0002547,0002578,0002579,0002583,0002587,0002600,0002617,0002635,0002642,0002660,0002669,0002725,0002733,0002741,0002766,0002782,0002786,0002792,0002796,0002815,0002819,0002838,0002848,0002860,0002881,0002885,0002886,0002897,0002902,0002909,0002913,0002916,0002922,0002927,0002929,0002937,0002947,0002953,0002965,0002975,0002976,0003007,0003021,0003031,0003040,0300002,0300019,0300025,0300044,0300047,0300050,0300068,0300079,0300083,0300085,0300098,0300099,0300101,0300115,0300123,0300134,0300136,0300166,0300177,0300184,0300205,0300213,0300217,0300221,0300222,0300227,0300245,0300249,0300250,0300252,0300265,0300279,0300285,0300287,0300288,0300292,0300303,0300307,0300308,0300310,0300319,0300322,0300328,0300351,0300353,0300366,0300373,0300376,0300394,0300395,0300397,0300399,0300408,0300410,0300413,0300414,0300415,0300456,0300472,0300476,0300479,0300493,0300496,0300502,0300504,0300513,0300514,0300517,0300520,0300522,0300532,0300537,0300538,0300545,0300548,0300560,0300563,0300565,0300570,0300571,0300578,0300590,0300593,0300597,0300602,0300603,0300608,0300615,0300620,0300623,0300632,0300634,0300635,0300638,0300644,0300647,0300650,0300671,0300679,0300684,0300698,0300710,0300711,0300726,0300731,0300735,0300739,0300747,0300762,0300768,0300782,0300814,0300828,0300852,0300887,0300903,0300913,0300936,0300939,0300964,0300991,0301013,0301018,0301041,0301106,0301132,0301139,0301141,0301165,0301179,0301191,0301195,0301205,0301217,0301236,0301248,0301251,0301267,0301282,0301307,0301314,0301316,0301329,0301339,0301366,0301380,0301382,0301390,0301419,0301486,0301511,0301516,0301517,0301526,0301529,0301566,0301568,0301577,0301628,0301632,1600037,1600050,1600094,1600103,1600105,1600131,1600143,1600156,1600183,1600198,1600203,1600206,1600246,1600330,1600353,1600405,1600458,1600487,1600498,1600522,1600537,1600562,1600601,1600637,1600699,1600703,1600718,1600745,1600776,1600831,1600877,1600936,1600941,1600959,1600996,1601137,1601138,1601231,1601677,1601728,1601869,1601929,1603002,1603025,1603042,1603045,1603083,1603118,1603186,1603206,1603220,1603228,1603236,1603256,1603271,1603298,1603321,1603322,1603327,1603328,1603341,1603380,1603386,1603390,1603496,1603508,1603559,1603602,1603618,1603678,1603703,1603728,1603738,1603803,1603855,1603859,1603890,1603912,1603920,1603936,1603989,1603991,1605058,1605258,1605277,1605358,1688001,1688009,1688020,1688058,1688079,1688080,1688097,1688107,1688110,1688127,1688135,1688153,1688159,1688175,1688182,1688183,1688205,1688216,1688219,1688220,1688225,1688230,1688261,1688283,1688292,1688312,1688313,1688362,1688375,1688381,1688387,1688418,1688469,1688498,1688503,1688512,1688519,1688536,1688589,1688590,1688609,1688618,1688629,1688655,1688662,1688668,1688682,1688691,1688702,1688790,1688798,1688800,1688807,2920021,2920249,2920556,2920640,2920720,2920876,2920924,2920932,2920961"
概念板块,碳中和,880519,2005-06-10,2026-01-06,260,"0000027,0000032,0000036,0000151,0000402,0000488,0000509,0000530,0000555,0000572,0000591,0000593,0000600,0000617,0000637,0000652,0000663,0000683,0000723,0000767,0000811,0000826,0000862,0000885,0000926,0000928,0000948,0000966,0000990,0000993,0001238,0001289,0001336,0001358,0001369,0001376,0001896,0002012,0002015,0002063,0002066,0002068,0002069,0002074,0002085,0002090,0002092,0002157,0002169,0002178,0002202,0002225,0002256,0002272,0002298,0002309,0002339,0002340,0002364,0002380,0002392,0002398,0002401,0002421,0002434,0002506,0002514,0002534,0002549,0002554,0002564,0002573,0002584,0002630,0002639,0002642,0002658,0002672,0002679,0002734,0002828,0002840,0002887,0002893,0002909,0002963,0002967,0002973,0002996,0003027,0003035,0300007,0300012,0300031,0300040,0300072,0300082,0300085,0300091,0300105,0300124,0300137,0300152,0300164,0300166,0300187,0300190,0300197,0300203,0300234,0300249,0300257,0300281,0300284,0300340,0300345,0300350,0300355,0300365,0300417,0300422,0300435,0300437,0300444,0300487,0300490,0300500,0300513,0300515,0300614,0300649,0300675,0300682,0300716,0300772,0300800,0300815,0300826,0300854,0300862,0300864,0300887,0300912,0300948,0300950,0300958,0300961,0300977,0301010,0301018,0301030,0301109,0301115,0301136,0301151,0301175,0301203,0301227,0301305,0301429,0301500,0301508,0301518,0301632,0301638,1600006,1600011,1600039,1600076,1600096,1600103,1600125,1600143,1600170,1600189,1600256,1600273,1600292,1600339,1600378,1600396,1600408,1600475,1600476,1600481,1600506,1600517,1600522,1600526,1600537,1600567,1600570,1600629,1600744,1600805,1600864,1600871,1600876,1600905,1600963,1600968,1600979,1600982,1600989,1601011,1601118,1601369,1601669,1601798,1601969,1601996,1603018,1603053,1603060,1603062,1603071,1603090,1603100,1603126,1603153,1603169,1603177,1603183,1603206,1603316,1603359,1603637,1603698,1603822,1603955,1605011,1605066,1605069,1605162,1688051,1688066,1688069,1688087,1688106,1688121,1688219,1688275,1688309,1688466,1688501,1688568,1688622,1688659,1688671,1688679,1688707,1688777,2920039,2920092,2920145,2920263,2920375,2920402,2920808,2920932"
概念板块,黄金概念,880521,2005-06-07,2026-01-06,82,"0000009,0000017,0000025,0000060,0000408,0000417,0000426,0000501,0000506,0000603,0000630,0000688,0000737,0000758,0000878,0000975,0001337,0001360,0002102,0002132,0002155,0002167,0002187,0002237,0002266,0002345,0002479,0002538,0002552,0002574,0002672,0002715,0002716,0002721,0002731,0002867,0300139,0300818,0300945,0301026,0301177,0301500,1600089,1600128,1600170,1600173,1600208,1600362,1600459,1600489,1600490,1600497,1600531,1600547,1600596,1600612,1600655,1600697,1600711,1600729,1600824,1600857,1600916,1600961,1600987,1600988,1601020,1601061,1601069,1601121,1601168,1601212,1601899,1601969,1603045,1603077,1603257,1603588,1603900,1603979,1603993,1605599"
概念板块,物联网,880533,2005-06-10,2026-01-12,504,"0000004,0000021,0000034,0000039,0000049,0000056,0000063,0000156,0000157,0000333,0000409,0000507,0000530,0000555,0000599,0000628,0000651,0000682,0000701,0000711,0000725,0000801,0000803,0000810,0000901,0000909,0000917,0000938,0000948,0000967,0000981,0000988,0000997,0001230,0001266,0001287,0001298,0001299,0001314,0001323,0001326,0001339,0001388,0002008,0002017,0002021,0002025,0002028,0002047,0002049,0002052,0002073,0002079,0002084,0002093,0002100,0002104,0002108,0002117,0002121,0002123,0002137,0002138,0002139,0002148,0002151,0002152,0002156,0002161,0002169,0002170,0002175,0002178,0002180,0002185,0002191,0002210,0002212,0002214,0002231,0002236,0002241,0002261,0002268,0002298,0002303,0002313,0002316,0002331,0002334,0002339,0002367,0002368,0002369,0002373,0002376,0002396,0002402,0002410,0002415,0002416,0002421,0002439,0002441,0002446,0002465,0002467,0002474,0002512,0002528,0002544,0002546,0002553,0002579,0002583,0002587,0002593,0002598,0002599,0002609,0002611,0002625,0002639,0002642,0002649,0002658,0002706,0002724,0002730,0002766,0002767,0002771,0002774,0002777,0002835,0002849,0002853,0002869,0002870,0002881,0002908,0002912,0002925,0002953,0002957,0002960,0002963,0002970,0002980,0002990,0003004,0003005,0003007,0003013,0003019,0003029,0003040,0300002,0300007,0300012,0300013,0300014,0300020,0300021,0300025,0300050,0300066,0300075,0300077,0300078,0300098,0300101,0300112,0300130,0300131,0300134,0300136,0300143,0300155,0300160,0300166,0300172,0300183,0300184,0300195,0300203,0300205,0300209,0300212,0300213,0300222,0300223,0300228,0300232,0300248,0300249,0300250,0300252,0300259,0300270,0300275,0300279,0300287,0300292,0300299,0300310,0300322,0300323,0300324,0300327,0300335,0300338,0300339,0300349,0300350,0300352,0300353,0300354,0300360,0300365,0300366,0300370,0300371,0300386,0300417,0300419,0300420,0300445,0300448,0300451,0300454,0300456,0300458,0300465,0300471,0300476,0300480,0300486,0300493,0300496,0300504,0300508,0300510,0300513,0300514,0300515,0300523,0300531,0300543,0300555,0300557,0300560,0300561,0300565,0300590,0300598,0300603,0300607,0300608,0300624,0300638,0300643,0300645,0300650,0300660,0300663,0300667,0300672,0300678,0300679,0300682,0300691,0300698,0300701,0300710,0300730,0300735,0300768,0300771,0300780,0300782,0300784,0300789,0300807,0300857,0300879,0300880,0300882,0300895,0300897,0300902,0300916,0300931,0300939,0300975,0301006,0301038,0301055,0301056,0301135,0301136,0301172,0301179,0301189,0301195,0301199,0301213,0301218,0301248,0301275,0301282,0301287,0301303,0301313,0301316,0301318,0301320,0301325,0301330,0301337,0301382,0301383,0301386,0301388,0301396,0301428,0301449,0301491,0301510,0301556,0301559,0301563,0301578,0301598,0301600,0301608,0301632,0301638,0301678,1600035,1600037,1600050,1600066,1600071,1600089,1600100,1600157,1600171,1600172,1600180,1600198,1600203,1600271,1600302,1600336,1600345,1600355,1600410,1600481,1600487,1600517,1600525,1600584,1600602,1600690,1600718,1600734,1600770,1600775,1600787,1600797,1600835,1600839,1600845,1600850,1600855,1600879,1600885,1600894,1600941,1600967,1600973,1600996,1601138,1601222,1601231,1601360,1601567,1601728,1601799,1601877,1601929,1601956,1603015,1603018,1603030,1603042,1603068,1603083,1603100,1603118,1603160,1603189,1603195,1603206,1603236,1603275,1603280,1603322,1603341,1603421,1603496,1603528,1603535,1603556,1603611,1603613,1603636,1603660,1603662,1603679,1603687,1603700,1603776,1603803,1603869,1603893,1603933,1603936,1603956,1603986,1603990,1605066,1605178,1605186,1605268,1605365,1688010,1688018,1688023,1688049,1688051,1688052,1688060,1688080,1688100,1688139,1688159,1688160,1688175,1688220,1688251,1688258,1688286,1688288,1688296,1688316,1688332,1688360,1688386,1688387,1688396,1688418,1688450,1688475,1688489,1688499,1688500,1688509,1688512,1688521,1688528,1688557,1688561,1688589,1688591,1688592,1688595,1688609,1688611,1688618,1688619,1688620,1688628,1688653,1688665,1688671,1688681,1688695,1688798,1688981,1689009,2920092,2920407,2920491,2920508,2920556,2920639,2920856,2920879,2920926,2920964,2920976,2920992"
概念板块,创投概念,880540,2005-06-07,2026-01-12,443,"0000009,0000016,0000027,0000058,0000062,0000068,0000070,0000153,0000417,0000421,0000501,0000523,0000529,0000532,0000539,0000551,0000558,0000566,0000573,0000605,0000607,0000609,0000610,0000617,0000623,0000628,0000632,0000636,0000652,0000657,0000672,0000676,0000685,0000690,0000701,0000726,0000753,0000793,0000811,0000812,0000818,0000829,0000839,0000850,0000863,0000913,0000917,0000919,0000931,0000935,0000936,0000948,0000950,0000955,0000959,0000966,0000969,0000987,0000988,0000993,0001203,0001236,0001336,0001896,0002011,0002026,0002030,0002035,0002036,0002038,0002042,0002045,0002054,0002058,0002063,0002067,0002076,0002077,0002079,0002083,0002101,0002103,0002107,0002115,0002122,0002126,0002127,0002131,0002138,0002141,0002146,0002148,0002152,0002154,0002156,0002161,0002162,0002168,0002177,0002181,0002183,0002184,0002187,0002194,0002195,0002206,0002208,0002213,0002217,0002226,0002233,0002241,0002243,0002245,0002266,0002315,0002328,0002343,0002344,0002346,0002347,0002367,0002369,0002390,0002394,0002400,0002407,0002416,0002425,0002432,0002451,0002471,0002472,0002489,0002492,0002494,0002495,0002500,0002510,0002519,0002524,0002534,0002543,0002555,0002556,0002558,0002571,0002573,0002575,0002579,0002580,0002582,0002584,0002605,0002660,0002666,0002687,0002698,0002715,0002722,0002734,0002787,0002789,0002825,0002867,0002881,0002906,0002918,0002932,0002945,0002955,0002959,0002965,0300002,0300007,0300015,0300016,0300020,0300031,0300035,0300039,0300041,0300045,0300058,0300070,0300074,0300083,0300134,0300143,0300145,0300148,0300151,0300152,0300154,0300157,0300177,0300180,0300199,0300207,0300212,0300221,0300225,0300238,0300240,0300248,0300279,0300284,0300300,0300304,0300308,0300311,0300332,0300335,0300339,0300350,0300359,0300360,0300378,0300384,0300389,0300399,0300418,0300429,0300443,0300448,0300456,0300458,0300484,0300485,0300494,0300512,0300533,0300538,0300543,0300572,0300597,0300624,0300634,0300645,0300663,0300674,0300676,0300687,0300688,0300695,0300696,0300710,0300712,0300731,0300771,0300792,0300795,0300802,0300846,0300872,0300877,0300881,0300894,0300909,0300925,0300957,0300961,0300964,0300975,0300976,0300995,0300997,0301005,0301041,0301066,0301093,0301113,0301187,0301191,0301258,0301261,0301282,0301310,0301365,0301369,0301376,0301413,0301510,1600018,1600020,1600053,1600064,1600067,1600082,1600089,1600095,1600100,1600103,1600106,1600120,1600128,1600133,1600143,1600167,1600198,1600202,1600208,1600210,1600226,1600227,1600235,1600246,1600252,1600257,1600266,1600278,1600282,1600283,1600284,1600295,1600300,1600310,1600323,1600330,1600336,1600352,1600366,1600390,1600410,1600461,1600463,1600487,1600493,1600510,1600551,1600566,1600567,1600571,1600590,1600604,1600611,1600621,1600623,1600624,1600629,1600633,1600635,1600637,1600639,1600641,1600648,1600658,1600663,1600679,1600683,1600689,1600692,1600699,1600710,1600730,1600734,1600736,1600739,1600770,1600783,1600784,1600790,1600794,1600797,1600825,1600826,1600827,1600848,1600853,1600862,1600864,1600865,1600884,1600892,1600895,1600900,1600979,1600981,1600998,1601107,1601138,1601311,1601399,1601512,1601515,1601555,1601801,1601869,1601969,1601990,1601992,1601996,1603000,1603019,1603043,1603058,1603095,1603108,1603121,1603150,1603156,1603180,1603189,1603219,1603258,1603310,1603341,1603366,1603387,1603389,1603390,1603496,1603499,1603519,1603566,1603590,1603596,1603630,1603679,1603683,1603711,1603725,1603726,1603738,1603810,1603825,1603888,1603949,1603969,1605086,1605090,1605136,1605151,1605288,1605300,1688166,1688218,1688601,1688727,1688777,2920023,2920198,2920753"
概念板块,航运概念,880728,2021-07-26,2025-09-30,86,"0000039,0000088,0000507,0000520,0000582,0000881,0000905,0000973,0000993,0001202,0001205,0001217,0001228,0001872,0002040,0002320,0002331,0002366,0002401,0002483,0002487,0002627,0002682,0002685,0002889,0300008,0300012,0300240,0300350,0300729,0300873,1600017,1600018,1600026,1600051,1600097,1600125,1600150,1600179,1600180,1600278,1600279,1600428,1600522,1600546,1600650,1600688,1600710,1600717,1600751,1600755,1600794,1600798,1600968,1600982,1601000,1601008,1601018,1601022,1601083,1601216,1601228,1601298,1601326,1601598,1601866,1601872,1601880,1601919,1601975,1603117,1603128,1603162,1603167,1603209,1603223,1603535,1603565,1603569,1603713,1603836,1603869,1603967,1605090,2920351,2920571"
概念板块,高铁,880525,2005-06-07,2025-12-30,131,"0000008,0000032,0000055,0000065,0000070,0000498,0000595,0000609,0000629,0000887,0000898,0000920,0000925,0000967,0001208,0002011,0002046,0002083,0002122,0002152,0002161,0002248,0002254,0002271,0002282,0002296,0002361,0002459,0002472,0002480,0002501,0002533,0002927,0002972,0002985,0003001,0003013,0300001,0300011,0300012,0300024,0300041,0300044,0300045,0300062,0300095,0300099,0300150,0300200,0300213,0300320,0300351,0300407,0300411,0300427,0300440,0300446,0300455,0300462,0300477,0300587,0300665,0300668,0300697,0300789,0300823,0300826,0300830,0300845,0300851,0300960,0301048,0301598,1600010,1600117,1600125,1600169,1600243,1600268,1600416,1600458,1600495,1600498,1600506,1600525,1600528,1600562,1600580,1600592,1600698,1600728,1600765,1600787,1600808,1600820,1600967,1600973,1601002,1601006,1601186,1601333,1601390,1601609,1601677,1601766,1601800,1601816,1603045,1603100,1603111,1603191,1603271,1603500,1603508,1603712,1603861,1603969,1605001,1605298,1688009,1688015,1688033,1688186,1688425,1688459,1688569,1688589,1688618,2920027,2920101,2920541"
概念板块,高端装备,880560,2012-06-04,2026-01-08,351,"0000039,0000157,0000338,0000400,0000410,0000425,0000528,0000657,0000680,0000738,0000821,0000837,0000852,0000856,0000881,0000981,0000988,0001208,0001233,0001239,0001360,0001395,0002006,0002008,0002021,0002026,0002031,0002046,0002097,0002111,0002122,0002151,0002175,0002180,0002184,0002204,0002248,0002255,0002266,0002270,0002272,0002276,0002278,0002283,0002296,0002337,0002342,0002347,0002350,0002353,0002361,0002366,0002414,0002430,0002434,0002445,0002451,0002471,0002472,0002483,0002487,0002514,0002520,0002526,0002529,0002534,0002535,0002552,0002559,0002564,0002586,0002598,0002611,0002613,0002639,0002651,0002656,0002667,0002671,0002685,0002708,0002722,0002747,0002786,0002819,0002833,0002933,0002975,0002985,0003025,0003036,0003043,0300008,0300011,0300024,0300065,0300073,0300083,0300084,0300091,0300092,0300095,0300103,0300123,0300140,0300157,0300161,0300169,0300172,0300173,0300185,0300195,0300201,0300203,0300220,0300228,0300276,0300277,0300281,0300293,0300320,0300340,0300358,0300384,0300391,0300402,0300410,0300411,0300416,0300421,0300425,0300435,0300441,0300444,0300445,0300446,0300450,0300455,0300480,0300503,0300508,0300512,0300523,0300535,0300553,0300569,0300606,0300607,0300619,0300719,0300747,0300751,0300757,0300775,0300786,0300789,0300802,0300809,0300818,0300823,0300838,0300850,0300875,0300900,0300922,0300946,0300971,0300990,0301013,0301016,0301021,0301029,0301039,0301040,0301048,0301058,0301063,0301112,0301127,0301128,0301155,0301158,0301163,0301199,0301200,0301213,0301261,0301312,0301338,0301377,0301449,0301486,0301510,0301512,0301522,0301568,0301598,0301601,0301633,1600031,1600038,1600072,1600118,1600150,1600169,1600268,1600312,1600316,1600320,1600330,1600343,1600391,1600416,1600435,1600481,1600495,1600499,1600501,1600523,1600528,1600579,1600583,1600666,1600685,1600760,1600761,1600765,1600805,1600815,1600820,1600862,1600869,1600875,1600879,1600893,1600967,1600973,1601002,1601038,1601068,1601100,1601106,1601179,1601226,1601369,1601399,1601608,1601618,1601669,1601717,1601727,1601766,1601808,1601882,1601890,1601908,1601956,1603011,1603012,1603088,1603092,1603095,1603100,1603111,1603131,1603135,1603169,1603185,1603203,1603248,1603261,1603268,1603289,1603308,1603338,1603396,1603500,1603527,1603606,1603638,1603656,1603667,1603757,1603859,1603915,1603960,1603969,1603985,1605056,1605060,1605100,1605298,1605389,1605589,1688003,1688035,1688071,1688084,1688092,1688097,1688147,1688155,1688170,1688188,1688200,1688218,1688239,1688305,1688310,1688355,1688377,1688419,1688425,1688433,1688499,1688516,1688517,1688529,1688531,1688558,1688570,1688573,1688586,1688596,1688597,1688616,1688630,1688633,1688652,1688676,1688685,1688697,1688698,1688700,1688750,1688768,1688789,2920098,2920160,2920363,2920476,2920509,2920553,2920570,2920579,2920689,2920781,2920810,2920870,2920906,2920942"
